"grp","ipcrtiv","impfree","impfun","ipgdtim","impdiff","ipadvnt","imprich","iprspot","ipshabt","ipsuces","impenv","ipeqopt","ipudrst","iplylfr","iphlppl","impsafe","ipstrgv","ipfrule","ipbhprp","ipmodst","imptrad"
"AT",1.71065040179105,0.355611183306791,-0.319322048114022,1.31105951541396,0.788615824386394,0.930141942560787,-0.643739679704298,-1.09243117570148,-0.0641108178436168,0.0515034215680722,1.12026948037456,1.26034519205816,1.65636147803772,0.905173248216868,1.9781310853475,0.0361682229956423,1.74677157878837,0.0581911656576973,0.453357744651715,0.537423667800065,1.46519476897378
"AT",-2.21224584339389,-0.981642842142707,-0.972362119787912,0.313534215063884,-1.04919298514138,-1.99952652241396,-1.25565698085103,-0.746210732738494,1.45545421309313,-1.69955240800519,-0.471861008556839,-1.97888856021141,0.120223672168531,0.329717736934419,-1.78344727506258,-1.23444378938515,-0.939746762651573,-1.19391774384679,0.823347932589118,-2.57283670224303,-0.477746179304801
"AT",0.273332549478967,1.60972870062053,0.613920031931578,0.574422481823163,1.92162345772877,1.40500117084825,0.695901111624708,1.70556011376804,1.79992204671186,0.321524763789724,-1.77591720735116,-1.49924904598738,-1.87861187791641,-2.11202816341386,-1.38755204696102,-3.37293599139653,-2.2551477311656,-2.88441753992588,-1.76375303986854,0.388275975457966,-1.50732849256019
"AT",2.67035402897259,-0.701801991835949,1.21505333484552,2.29955533951105,0.473405203308578,0.837314212843701,1.21964296819308,1.8059221461279,1.68115436521978,1.69615503754238,-0.242860282703073,-1.2095558412921,-0.333090379664915,-0.665432476185361,-1.2237647699704,0.0697853508415564,-0.756973431935374,2.46725594533213,-1.69055658720047,-0.28518664515894,1.73597331247315
"AT",-0.748584965619278,-0.806146095614476,-0.06068666161604,1.48989468936278,0.207921837274367,0.420568476160661,-0.260915820272163,-0.325535721694471,-0.895963534632719,1.09944377797785,1.27799944436505,-0.64541528522041,-0.339395037858843,1.06413907381784,1.11400115876854,1.50909478881228,-0.993069947094328,-0.277414147570205,0.997169417263828,-0.925892683284198,1.5540024446118
"AT",0.0897900117944584,0.181400990036103,-2.42054926470801,0.244500175882638,0.900135863810873,-0.581497260882006,-1.487959345344,0.312865566465477,0.0539119247932246,-2.41129439521452,-1.57473499674488,1.49118228325407,-2.06551128254637,0.324102215537734,-0.680410649793804,-1.9181436979275,1.47593676007697,0.0536822913382249,-0.104099352913055,0.731854132777913,0.613936248932443
"AT",1.63124743485117,1.03762969684437,0.0485713364552396,-0.312617718307386,0.552443919854086,1.065438797737,0.291752641250364,-0.410878305859384,0.546999141846161,-1.03885003853335,-0.477619026912769,-1.82724821638643,0.118311058497311,-0.928922417614054,1.67015564339324,0.810668716033795,-0.553563356343409,0.266626407307464,-2.17794316251994,0.0520938057619829,-1.32082904054837
"AT",2.20356427188939,0.807735375029323,0.647914517192716,-0.384301533402326,0.634920513790892,0.437794486129411,2.81308012775553,0.706394538524506,1.02390615907437,-0.215733389757283,0.593037075595315,-0.626252051694434,0.979534539321128,0.413449329999367,-1.51002338632313,1.47026304432847,0.926723103389439,0.630524691776747,-0.713323746420102,2.08289376370585,-0.91782620254768
"AT",-0.64724577498105,-1.96501314310283,0.0948959335256487,-0.841713138852003,-0.961967820093415,-0.53355997878104,1.19804900195421,-0.531945464455349,-0.500107727287859,-4.03264709253049,-0.124511445341129,0.089678077401443,-0.0162210422078291,-0.540608760801783,-0.797897564149913,-2.46316837987106,-0.731588711797164,-0.904886372157996,-1.44747501971127,-1.1207383856169,-1.07006214510276
"AT",0.758133654327638,-1.5320751206849,1.08474657026679,0.211433426353841,-0.262869059840666,-1.24008001926717,-0.922500875298343,0.254151798504896,-1.94075370641715,-3.23514631136624,-0.224107405992148,1.25948464255928,1.69233071361145,0.601450204279907,1.76667115942145,0.332106005351798,-0.503157030034226,-1.31754042001544,1.29604032410867,-0.712016000250952,0.538072099106539
